2.766,-0.02566,0.0131,-0.00266,-0.00781,-0.02253,-0.01357,0.0333,0.0089,-0.00012,0.009,-0.00327,0.0543,0.0142,0.0701,0.0487,0.0129,0.0359,0.0147,0.0155,-0.0156,0.0621,0.0298,-0.01197,0.0149,0.0239,0.0074,0.0092,0.0114,0.0198,-0.00055,0.0057,0.0007,0.0005,0.0074,-0.01164,-0.00812,0.0093,0.008,0.0036,0.0607,0.0109,0.0396,0.0372,0.0218,0.0353,0.0415,-0.02576,-0.00265,-0.01272,-0.0213,-0.00108,0.0077,-0.02173,0.0679,-0.02873,0.0235,-0.01157,0.0215,-0.00424,-0.01224,-0.05202,-0.00758,-0.0069,-0.02161,-0.02208,0.0623,0.0047,0.016,0.045,0.027,0.0509,0.0205,-0.03214,0.012,-0.0148,-0.04622,-0.00662,0.0372,0.0382,0.0044,-0.01755,0.0342,0.0587,0.0429,-0.04284,0.0643,0.0112,0.0054,0.0351,0.0737,0.0118,0.033,0.0349,0.0079,0.0795,0.0457,0.0487,0.014,-0.01803,-0.00473,0.0339,0.0521,-0.00814,-0.008,0.0251,0.0139,0.0461,0.0061,0.0129
2.9787,-0.01728,0.0442,0.0135,-0.00288,-0.03616,-0.00395,0.0063,0.0113,0.0104,0.0101,0.013,0.041,0.0032,0.0546,0.0227,0.0065,0.089,0.0103,0.0384,-0.00381,0.0614,0.0207,-0.0014,-0.02041,0.0052,0.0135,0.0172,0.0284,0.0253,0.0046,0.0117,0.0047,-0.00179,0.0102,-0.00718,0.0025,0.0175,0.0149,0.0049,0.0595,0.0347,0.0165,-0.00615,0.0099,0.0286,0.0148,-0.00179,-0.00589,0.0021,-0.00643,0.0309,0.0307,-0.02096,0.0723,-0.07114,0.0205,0.0057,0.0334,0.0411,-0.00495,-0.03927,-0.02804,0.0144,-0.02983,-0.03732,0.0426,0.0317,0.0237,0.0591,0.0558,0.0883,-0.00657,-0.04365,0.0493,-0.01809,-0.04153,0.0153,0.0479,0.036,0.0261,-0.01646,0.0521,0.0552,0.0377,-0.00634,0.0555,0.0159,-0.00156,0.029,0.0653,0.0346,0.0409,0.0189,-0.01912,0.0453,0.0751,0.0279,-0.00982,-0.00353,0.0051,-0.00673,0.0636,0.0134,-0.01554,0.0243,0.0376,0.0364,-0.00478,0.018
3.1915,-0.01964,0.054,0.0246,-0.00891,-0.03738,-0.00057,-0.02851,-0.00263,0.0055,-0.00205,0.009,0.014,-0.02375,0.0289,-0.02291,-0.00783,0.1027,-0.00709,0.0249,0.0203,0.0276,0.0084,-0.00851,-0.04438,-0.05208,0.0046,0.0081,0.0206,0.0111,-0.00364,0.0033,-0.00997,-0.01439,-6e-05,-0.01553,0.0003,0.0082,0.002,-0.02245,0.0283,0.0433,-0.02551,-0.04352,-0.01397,0.0133,-0.02572,0.0132,-0.01891,0.0047,0.0031,0.0422,0.0376,-0.0206,0.0382,-0.09086,0.0007,-0.00516,0.0337,0.06,0.0002,-0.03446,-0.04784,0.0258,-0.03346,-0.04994,-0.00537,0.0251,-0.00121,0.0401,0.0618,0.0919,-0.03732,-0.06009,0.0613,-0.02902,-0.02869,0.0108,0.0263,0.013,0.0361,-0.01115,0.0347,0.023,0.0107,0.0223,0.0163,0.0113,-0.00249,0.0205,0.0323,0.0392,0.0058,-0.01427,-0.07843,0.003,0.0452,-0.02306,-0.04847,0.001,0.0055,-0.05064,0.0577,0.0067,-0.02911,0.0001,0.0431,0.0019,-0.0258,0.0196
3.4043,-0.02128,0.0429,0.0284,-0.00824,-0.02277,0.0095,-0.0464,-0.01278,-0.00108,-0.01146,-0.00579,-0.00624,-0.03756,0.0139,-0.04844,-0.00859,0.0741,-0.0186,-0.0128,0.0432,-0.01456,0.0037,-0.01507,-0.03602,-0.0951,-0.0059,-0.00493,-0.00117,-0.00883,-0.01368,-0.00708,-0.02402,-0.02231,-0.00936,-0.0229,-0.00656,-0.00593,-0.01429,-0.05077,0.0018,0.0402,-0.05217,-0.04885,-0.02392,-0.00278,-0.0443,0.0153,-0.02416,0.0054,0.0102,0.0332,0.0298,-0.01784,-0.00558,-0.06888,-0.01587,-0.03047,0.024,0.0475,0.0104,-0.01567,-0.04161,0.0201,-0.02168,-0.04257,-0.03864,-0.00576,-0.02669,0.0058,0.0497,0.0669,-0.04196,-0.06219,0.0465,-0.04194,-0.00897,-0.00435,-0.00827,-0.00892,0.032,0.0017,0.0098,-0.01579,-0.01119,0.0344,-0.02063,0.0085,0.0086,0.0166,-0.00678,0.0274,-0.04109,-0.04009,-0.11905,-0.0112,-0.01802,-0.06139,-0.06797,0,0.0015,-0.06351,0.0405,-0.00943,-0.03017,-0.02306,0.0333,-0.03197,-0.03285,0.0142
3.617,-0.01439,0.025,0.0274,0.0047,-0.00264,0.0275,-0.04009,-0.00629,-0.00141,-0.00759,-0.01516,-0.01474,-0.02416,0.0119,-0.0381,0.0104,0.0262,-0.01283,-0.04338,0.0519,-0.04174,0.0052,-0.00328,-0.00215,-0.07981,-0.00765,-0.00731,-0.01879,-0.01932,-0.01586,-0.00905,-0.02208,-0.01755,-0.00839,-0.01827,-0.01197,-0.0125,-0.01897,-0.05402,0.0039,0.03,-0.0429,-0.02633,-0.00995,-0.01498,-0.03004,0.0141,-0.01794,0.0119,0.0127,0.0097,0.0117,-0.01505,-0.03127,-0.01777,-0.0205,-0.04456,0.0087,0.0176,0.024,0.0201,-0.00841,-0.00024,0.0015,-0.01284,-0.03614,-0.0327,-0.02798,-0.02139,0.0305,0.0269,-0.01458,-0.04192,0.0227,-0.04716,0.0112,-0.00828,-0.0318,-0.01459,0.0192,0.0196,-0.00118,-0.03886,-0.01079,0.031,-0.03171,0.0079,0.0252,0.012,-0.0337,0.0101,-0.0605,-0.04536,-0.1068,0.0073,-0.06403,-0.05343,-0.05094,-0.00085,-0.00168,-0.03477,0.0212,-0.01295,-0.01317,-0.02437,0.0178,-0.04389,-0.01672,0.0003
3.8298,-0.00334,0.0125,0.0219,0.0164,0.0072,0.04,-0.02281,0.0109,0.0007,0.005,-0.01074,-0.02022,0.0053,0.0092,-0.01197,0.0357,-0.01119,0.003,-0.04342,0.0442,-0.04728,0.0021,0.0232,0.0251,-0.01334,-0.00213,0.0029,-0.02204,-0.01691,-0.00994,-0.00339,-0.00594,-0.00575,-0.00047,-0.00449,-0.01605,-0.01015,-0.01154,-0.02977,0.0264,0.017,-0.00659,-0.00386,0.0147,-0.02344,0.0004,0.0202,-0.0122,0.0214,0.0046,-0.01944,-0.01058,-0.01722,-0.03213,0.0266,-0.01858,-0.03339,-0.00581,-0.00924,0.0322,0.0518,0.0299,-0.02252,0.0181,0.0233,-0.01198,-0.03204,-0.00806,-0.02924,0.0141,-0.01046,0.0215,-0.01314,0.0099,-0.03919,0.0239,0.0076,-0.03283,-0.00551,0.0059,0.0351,-0.00143,-0.03881,0.0055,0.0151,-0.01965,-0.00147,0.0323,-0.00316,-0.04225,-0.00316,-0.03807,-0.0355,-0.05455,0.0283,-0.06301,-0.00486,-0.00897,-0.00141,-0.00399,0.0124,0.008,-0.00062,0.009,-0.00488,0.0048,-0.03195,0.0106,-0.01884
4.0426,0.0016,0.0076,0.011,0.0103,0.0001,0.0348,-0.01252,0.0226,-0.00092,0.0135,0.0035,-0.02765,0.0306,-0.00254,-0.00209,0.0498,-0.02154,0.0127,-0.01391,0.0314,-0.03961,-0.01179,0.0423,0.0171,0.0531,0.0023,0.0151,-0.01325,-0.00943,-0.00155,0.0025,0.0103,0.0023,0.0053,0.0063,-0.01977,-0.00558,-0.00206,0.0024,0.042,0.0086,0.031,-0.00304,0.03,-0.03027,0.0243,0.0344,-0.01862,0.0276,-0.01301,-0.04055,-0.02717,-0.02488,-0.01907,0.0358,-0.01574,-0.00487,-0.01163,-0.01933,0.0306,0.0556,0.0521,-0.03268,0.0125,0.0456,0.0059,-0.00325,0.0122,-0.01919,0.0054,-0.02868,0.0366,0.001,0.0135,-0.01991,0.0266,0.036,-0.01589,0.0073,-0.0013,0.043,-0.00524,-0.02458,0.0167,-0.00951,-0.00334,-0.02588,0.0217,-0.02781,-0.03862,-0.00853,0.0063,-0.02294,-0.0057,0.0208,-0.02835,0.0459,0.0299,-0.00441,-0.00788,0.0411,0.0076,0.0119,0.019,0.0172,-0.00226,-0.01022,0.0318,-0.03461
4.2553,-0.00352,0.0055,-0.00418,-0.01249,-0.01542,0.0166,-0.01538,0.0188,-0.00519,0.0107,0.0167,-0.02871,0.0426,-0.01238,-0.01947,0.047,-0.00996,0.0078,0.0241,0.027,-0.0301,-0.02872,0.0355,-0.02371,0.0703,0.0011,0.017,-0.00139,-0.00576,0.0049,0.0042,0.0153,0.0023,0.005,0.0054,-0.01984,-0.00369,0.0014,0.0202,0.0329,0.0115,0.0507,-0.01903,0.0279,-0.03779,0.0317,0.0469,-0.03541,0.0273,-0.02803,-0.03956,-0.02858,-0.0321,-0.00595,0.0107,-0.00889,0.0198,-0.00538,-0.01327,0.0265,0.0279,0.0561,-0.02735,-0.01391,0.0458,0.0046,0.0313,0.0173,-0.0023,0.003,-0.02179,0.0215,-0.00894,0.0232,0.0017,0.0242,0.0629,0.0057,0.0158,-0.0011,0.0449,-0.01429,-0.01205,0.0077,-0.03531,0.0041,-0.05388,0.0009,-0.04799,-0.03386,-0.00652,0.0366,-0.01321,0.0087,-0.01293,0.0011,0.0621,0.0439,-0.0102,-0.01378,0.0309,0.0236,0.009,0.0115,0.0251,-0.0041,0.0062,0.0422,-0.04013
4.4681,-0.01255,0.0017,-0.01753,-0.03077,-0.0251,0.0038,-0.02334,0.0041,-0.00489,0.0009,0.0204,-0.01232,0.0447,-0.00201,-0.04548,0.0339,0.0035,-0.00623,0.0478,0.0339,-0.02354,-0.03277,0.007,-0.06479,0.0321,-0.00276,0.005,0.0064,-0.00789,0.009,0.0036,0.0101,-0.00112,0.0027,-0.00451,-0.01136,-0.00306,-0.00067,0.0163,0.0063,0.0236,0.0512,-0.0303,0.0142,-0.04796,0.0253,0.047,-0.0501,0.0209,-0.02744,-0.01416,-0.01464,-0.03202,-0.00051,-0.02363,0.0069,0.0233,0.0061,-0.00242,0.0294,-0.01239,0.0538,-0.01794,-0.04376,0.0311,-0.0054,0.0449,0.0086,0.0071,0,-0.00057,-0.00788,-0.0289,0.0242,0.0129,0.0228,0.0764,0.0191,0.0199,0.0017,0.0456,-0.01423,-0.01207,-0.01716,-0.05194,0.0055,-0.06332,-0.01509,-0.0505,-0.03571,-0.0003,0.0291,-0.00343,-0.00386,-0.038,-0.00096,0.0377,0.0304,-0.01535,-0.01872,-0.00701,0.0509,-0.00839,-0.00372,0.0165,-0.00321,0.0117,0.0503,-0.03663
4.6809,-0.01572,-0.00348,-0.02175,-0.02341,-0.02213,0.0104,-0.02439,-0.00889,0.0036,-0.00589,0.0142,0.0182,0.0407,0.0304,-0.05268,0.0192,0,-0.01813,0.0491,0.0425,-0.0173,-0.01574,-0.01992,-0.07086,-0.02431,-0.00329,-0.01314,0.0087,-0.01158,0.0118,0.0044,0.0046,-0.00187,0.0039,-0.01353,0.0051,-7e-05,-0.00287,-2e-05,-0.01735,0.0318,0.041,-0.0244,-0.00276,-0.0601,0.01,0.0343,-0.05296,0.0069,-0.01242,0.0184,0.0023,-0.02311,-0.00539,-0.04264,0.0257,0.004,0.0083,0.0021,0.0377,-0.0406,0.0533,-0.01975,-0.0589,0.0146,-0.00649,0.0283,-0.00267,-0.00188,-0.012,0.0147,-0.0279,-0.03352,0.0105,0.0045,0.0242,0.0705,0.0182,0.0212,0.0006,0.0469,0.005,-0.02318,-0.0388,-0.05374,0.0109,-0.04235,-0.01863,-0.0372,-0.04362,0.0054,-0.01261,0.0094,-0.01084,-0.02143,-0.02602,-0.00261,0.0031,-0.01644,-0.01927,-0.04025,0.0725,-0.02369,-0.01319,0.0019,-0.00223,0.0096,0.063,-0.03194
4.8936,-0.00952,-0.00542,-0.01438,0.0088,-0.01138,0.0316,-0.01361,-0.01041,0.0149,-0.00411,0.0059,0.043,0.0275,0.0615,-0.0318,0.0069,-0.02364,-0.02166,0.0362,0.0429,-0.00689,0.0125,-0.02278,-0.03339,-0.05334,0.001,-0.02493,0.0071,-0.0125,0.0134,0.0067,0.0067,0.0007,0.0084,-0.01435,0.0218,0.0051,-0.00241,-0.01329,-0.0271,0.0236,0.026,-0.01049,-0.02048,-0.06758,-0.01095,0.0207,-0.04531,-0.01709,0.0002,0.0306,0.0071,-0.00908,-0.02037,-0.03974,0.0318,-0.02613,-0.00777,-0.00141,0.0374,-0.04483,0.0488,-0.03445,-0.05318,0.0023,0.0069,-0.00348,-0.00853,-0.02898,-0.03474,0.0126,-0.029,-0.01016,-0.0104,-0.02074,0.0259,0.0457,0.0061,0.0189,-0.00681,0.0449,0.032,-0.03288,-0.03974,-0.0452,0.0223,-0.00237,-0.01557,-0.02333,-0.04901,0.0063,-0.06281,0.023,0.0092,0.0333,-0.04324,-0.02752,-0.01935,-0.01345,-0.01447,-0.04146,0.0682,-0.02058,-0.01098,-0.0064,-0.0024,0.0049,0.0748,-0.0314
